Dates,BAJAJ-AUTO,BANKBARODA,BHARTIARTL,BOSCHLTD,BPCL,IBULHSGFIN,ICICIBANK,INDUSINDBK,INFRATEL,INFY,IOC,KOTAKBANK,ITC,HDFC,Unilever,HNDLCO,Hero_MC,HDFC_Bank,NIfty Index,TATASTEEL,TECHM,ULTRACEMCO,SESAGOA,WIPRO,YESBANK,ZEEL,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH
19-Jul-16,2758.85,158.3,364.3,24390.35,572.15,711.65,269.15,1107.15,356.8,1086.95,493.55,777.8,249.05,1338.55,895.15,138,3231.2,1218.35,8528.55,370.25,507.6,3507.75,160.2,549.25,1153.35,466.45,1602.55,441.2,262.7,1030.7,760.7,565.45,505.8,318.95,3585.9,19709.95,385.75,730.15
20-Jul-16,2779.35,157.55,363.4,24898.8,574.5,713.35,267.5,1118.5,354.9,1083.1,512.85,782.2,250.25,1334.45,906.9,135.9,3275.25,1232.2,8565.85,368.45,505.35,3559.85,161.7,538.85,1162.8,462.45,1631.8,442.8,262,1028.55,798.05,558.25,517.85,329.25,3676.65,19849.8,395.4,730
21-Jul-16,2770.6,152.25,367.85,24528.65,576.25,714.05,261.9,1136.65,352.6,1079.9,521.4,760.65,250.6,1332.9,910.05,133.9,3266.3,1228.6,8510.1,362.3,505.3,3638.5,157.1,542,1154.65,453.1,1708.2,446.4,265.9,1042.7,790.3,538.05,515.85,333.35,3617,19755,390.8,723.55
22-Jul-16,2720.6,150.7,367.35,24315.7,583.2,735.5,263.45,1138.85,361.8,1072.45,522.3,760.05,249.85,1357,903.2,136,3260.85,1230.8,8541.2,365.45,504.9,3639.7,169.3,537.75,1156.7,464.5,1681.55,450.7,265.05,1047.05,798.55,537.7,520.4,331.45,3599.85,19812.5,394.75,729.2
25-Jul-16,2700.85,155.85,371.95,24465.5,593.5,742.75,268.65,1156.35,366,1080.85,537,764.4,251.75,1382,906.95,135.2,3280.05,1246.95,8635.65,363.65,508.4,3670,172.15,542.85,1182.75,474.75,1675.65,452.3,269,1070.65,799.45,538.1,524.6,333.75,3482.35,19972.05,391.65,740.4
26-Jul-16,2673.95,153.8,369.85,24060.6,588.35,764.1,261.65,1156.45,363.4,1088.7,532.8,751.7,251.75,1367.45,902.7,131.65,3210.1,1238.8,8590.65,367.8,502.5,3628.3,169.75,546.1,1200.15,474.55,1675.55,448.8,269.8,1060.75,784.1,553.8,523.55,327.45,3319.65,20112.2,385.6,745.25
27-Jul-16,2670.15,154.85,372.55,24082.05,588.5,775.35,270.6,1178.3,380.55,1085.35,535.95,754,247.4,1387.7,903.85,133.8,3204.65,1236.95,8615.8,363.05,504.25,3650.75,168.45,549.15,1200.45,487.85,1665.15,457.4,268,1061.8,794.6,548.85,523.15,325.55,2980.2,20339.75,384.85,753.5
28-Jul-16,2660.5,154.5,371.9,24636.35,583.8,770.5,272,1168.3,400,1077.5,532.3,750.35,254.3,1402.15,909.4,134.25,3197.3,1248.45,8666.3,349.85,485.55,3678.75,169.5,553.8,1223.5,484.85,1685.1,450.5,271.55,1128,779.3,543.85,520.65,329.95,2959.75,21099.8,383.8,750.8
29-Jul-16,2700.8,151.7,362.05,24976.55,592.65,764.45,262.9,1175.65,395.4,1073.85,544.4,763.5,252.45,1374.5,922.55,133.55,3203.15,1246.2,8638.5,355.05,487.95,3718.2,164.65,545.05,1216.95,497.3,1688.7,464.8,271.25,1114.15,791.45,546.15,527.4,328,2935.35,22460.85,381.75,752.95
01-Aug-16,2736.15,147.5,364,24721.95,594.6,762.65,249.5,1200.55,396.2,1085.25,542,753.15,250.6,1374.3,925,136.6,3215.05,1242.3,8636.55,364.85,490.15,3755.7,165.95,557.7,1221.4,504.8,1688.85,457.1,271,1120.9,787.75,550.55,524.05,326.45,2980.5,22325.2,380,780.45
02-Aug-16,2747.65,151.15,357.8,24453.45,579.35,783.7,245.3,1192.9,387.7,1083.8,555.3,760.1,260.8,1342.15,927.4,135.5,3261.7,1243.3,8622.9,361.85,499.2,3676.7,156.25,549.6,1228.4,499.5,1670.75,449.3,263.85,1123.35,763.75,549.65,517.9,323.05,2977.35,21846.45,376.25,800.75
03-Aug-16,2714.85,148.85,358.85,24753.95,572.9,787.6,242.1,1178.4,395.9,1084.9,552.15,756.2,252.7,1325.45,913.8,135.7,3231,1240.45,8544.85,358.05,496.9,3667.7,157.2,547.95,1235.55,492.85,1668.8,445.7,262.5,1143.4,746.7,549.35,529.45,326.15,2939.15,21368.4,372.4,826.15
04-Aug-16,2744,155.75,366.25,24957.25,569.3,799.85,240.35,1166.3,392.65,1071.8,545.8,756.4,252.1,1320.15,918.05,137.1,3276.3,1241,8551.1,373.8,499.95,3656.55,161.65,548.2,1231.55,487.5,1666.25,455.8,264.4,1127.3,750.95,547.5,526.95,323.5,2962.45,21404,373.9,823.85
05-Aug-16,2862.1,157.65,364,25035.1,586.55,797.55,245.95,1184.6,389.25,1068,575.95,774.35,252.55,1342.1,925.5,143.7,3443.95,1249.25,8683.15,381.7,495.05,3806.9,169.1,547.2,1258.45,496.4,1721.05,468,275.9,1143.35,769.95,567.25,533.25,329.4,3008.7,22223.15,382.55,821.75
08-Aug-16,2871.45,157.5,351.55,25442.35,606.75,807.7,245.25,1192.4,381.5,1078.7,582.5,771.5,249.95,1367.45,929.5,149.15,3457.35,1249.6,8711.35,379.55,503.65,3780.25,169.55,549,1265.25,500.4,1715.15,481.3,276.5,1148.35,772.5,571.15,535.4,331.95,3036.2,22431.65,381.95,819.1
09-Aug-16,2866.8,158.45,349.45,25379.25,595.65,806.85,245.35,1186.25,384.95,1083.4,565.55,764.75,247.65,1343,934.25,146.6,3411.8,1247.2,8678.25,375.35,502.5,3801.95,165.05,551.35,1259.85,512.3,1685.95,479.5,270.5,1146.5,763.95,574.1,532.95,337.15,3038.3,22082.4,379.25,816.85
10-Aug-16,2856,160.4,346.45,25022,583.55,781.5,239.35,1158.1,378.35,1082.35,539,761.25,246.5,1337.15,924.95,145.8,3317.3,1226.9,8575.3,370.3,497.2,3728.95,164.45,542.65,1267.4,515,1618.9,516.9,260.45,1129.95,745.5,567.9,521.25,337.95,2999.65,21739.7,373.95,818.15
11-Aug-16,2846.35,145.95,346.35,24781.05,596.85,782.4,242.7,1164.45,368,1077.35,544.35,764.65,251.65,1348.45,935.65,142.25,3304.85,1228.25,8592.15,368.35,500.1,3706.65,161.4,543,1252.5,501.5,1618.4,507,259.7,1145.1,749.95,569.75,523.95,337.8,3010.85,22268.3,370.9,824.55
12-Aug-16,2868.7,149.6,347.8,24548.3,579.95,798.45,245.95,1173.8,366.1,1062.55,538.2,762.9,254.1,1382.15,935,146.35,3310.95,1228.7,8672.15,374.75,493.35,3722.1,166.2,543.75,1290.7,506.25,1652.5,516.5,264.5,1137.5,747.45,591,515.95,337.95,3011.15,22321.6,374.15,814.2
16-Aug-16,2883.05,149.55,342.45,24002.9,596.4,815.3,248.55,1158.35,350.05,1051.8,544.55,772.8,255.1,1358.55,926.2,154.65,3291.3,1227.3,8642.55,379.15,482.95,3739.45,169.45,536.5,1294.95,504.6,1663.85,547.1,269.65,1129.65,733.95,583.3,554.15,337.8,3006.85,22461.65,371.5,792.35
17-Aug-16,2939.65,151.35,345.65,23975.1,587.35,809.2,247.6,1153.55,348.7,1033.3,544.95,765.65,253.7,1366.9,913.2,155.95,3358.75,1234.9,8624.05,391.85,474.65,3699.3,171.1,527.8,1308.35,498,1675,535.3,269.75,1113.55,749.15,589.5,549.85,347.8,3004.65,22348.05,368.1,784.55
18-Aug-16,2946.1,154.5,353.15,24090.95,587.1,804.9,252.9,1194.6,347.85,1023.4,562,784.4,252.15,1374.3,906.9,154.35,3368.45,1252.5,8673.25,387.2,469.5,3874.35,172.9,525.1,1320.65,501.2,1692.7,550.9,272.1,1107.35,753.65,593.15,552.65,339.05,3027.2,22174.8,365.5,785.8
19-Aug-16,2933.2,161.65,351.4,23980.05,593.2,800.1,253.9,1188.15,342.35,1021.3,566.2,778.75,250.95,1369.4,910.65,158.95,3357.75,1247.1,8666.9,392.15,473.2,3926.8,179.3,520.1,1335.95,503.55,1691.2,546.1,276.45,1113.5,765.05,588.55,556.8,334.15,3010.15,21777.3,363.85,781.85
22-Aug-16,2924.9,160.05,350.2,23695.55,597.5,793.3,252.25,1186.75,339.7,1015.45,559.8,772.85,254.1,1377.55,930.05,156.05,3336.5,1250.3,8629.15,388.15,466.35,3865.4,176.6,515.5,1343.3,509.75,1660.95,541.1,271.3,1113.9,750.15,580.25,557.6,334.9,3013,21795,364.3,772.25
23-Aug-16,2878.8,164.3,353.75,23598.45,576.1,804.5,250.2,1189.2,346.2,1039.65,543.95,778.35,251.4,1375.15,921.7,155.55,3307.9,1251.45,8632.6,385.15,465.8,3826.3,174.05,519.6,1341.25,514.6,1654.65,545,271,1126.25,736.6,582.5,555.65,336.65,3009.2,22009.85,366.95,791
24-Aug-16,2869.7,163.15,352.6,23678.65,581.75,807.7,248.45,1182.75,346.65,1057.4,564.15,777,250.25,1382.85,919.4,157,3310.7,1261.8,8650.3,379.95,467.05,3812.3,176,519.65,1337.85,521.8,1647.4,540.2,267.1,1118.85,787.8,583.4,567.2,333.95,3039.8,22132.25,365.55,790.35
25-Aug-16,2862.4,161.95,346,23771.85,598.25,824.2,246.95,1182.05,339.35,1036.15,570.1,780.75,253.45,1357.5,910.8,154.25,3304.6,1258.55,8592.2,372.3,458.1,3789.5,169.9,504,1343.55,510.8,1645.8,523.5,265,1105.9,789.85,586.55,562.9,331.3,3050.3,22090.6,373.1,798.05
26-Aug-16,2858.25,158.3,343.95,23695.35,595.75,818.95,245.3,1163.55,346.85,1020.25,573.55,780.8,253.8,1366.35,904.5,155.5,3304.85,1257.1,8572.55,369.45,459.95,3803.45,169.25,490,1326.5,506,1638.2,515.4,266.15,1123.3,789.95,586.4,567.25,333.3,3040.4,22331,378.6,778.75
29-Aug-16,2887.85,160.05,342.6,23764.15,598.8,829,250.5,1155.55,338.05,1022.8,571.75,781.4,252.8,1375.5,905.2,158.3,3412,1238.1,8607.45,373.75,449.55,3782.5,173.35,478.8,1338.65,530.1,1634.95,525.2,264.2,1111.85,786.65,589.15,568,333.85,3052.15,22308.05,378.2,755.1
30-Aug-16,2978.9,164.15,331.85,24734.25,608.25,830.8,256.25,1160.1,345.15,1040.4,573.55,786.15,257.3,1392.1,924.8,162.75,3477.5,1268.65,8744.35,377.75,462.95,3891.85,175.2,489.45,1355.2,529.2,1688.6,525.9,275.05,1146.2,798.55,591.15,576.1,334.65,3090.75,23043.1,386.7,773.9
31-Aug-16,2978.5,162.95,331.65,24167.8,602.6,819.2,258,1186.2,350.75,1035.85,575.4,806.9,260.05,1405.45,917.05,159.25,3541.35,1291.2,8786.2,370.1,468.8,4028.7,170,491.65,1366.1,539.5,1709.8,525.9,277.95,1157.9,790.85,596.85,572.95,333.5,3089.85,22750.95,383.9,778.55
01-Sep-16,2999,161.25,310.85,24118.1,586.8,835.9,260.95,1184.2,343.75,1037.55,575.65,810.7,261,1424.75,925.8,157.5,3547.6,1283.7,8774.65,374.6,469.15,4062.9,170.2,483.95,1364.85,535.4,1687.55,517.4,277,1156.95,773.4,596.65,579.15,338,3097.65,22774.25,391.75,783.8
02-Sep-16,2998.05,166.35,318.9,24010.85,586.75,829.05,261.3,1192.15,343.7,1031.85,573.45,813.6,262.9,1439.15,920.75,157.25,3577.7,1285.1,8809.65,374.2,471.85,4085.35,172.25,483.6,1388.35,533.45,1669.55,536.4,276.35,1167.55,779.6,599.2,577.95,332.3,3123.05,22817,395.75,784.55
06-Sep-16,3004.8,169.5,321.5,24460.15,598.6,834.05,272.7,1226.95,347.2,1045,573.2,818.05,262.6,1458.05,937.85,158.5,3614.6,1300.4,8943,385.75,480.05,4074.8,174.6,482.9,1440.8,538.25,1698.85,541.2,277.4,1204.15,777.65,635.9,578.6,328.85,3133.05,22948.3,403.2,785.6
07-Sep-16,2985.8,174.8,320.15,24267.65,589.8,820.75,278.15,1217.05,349.35,1054.35,567.55,804.1,262.8,1427.15,933,159.7,3606.85,1286.75,8917.95,389.95,471.85,4085.6,173.6,481.75,1401.55,535.15,1696.35,544.5,274,1177.2,783.25,625.1,580.75,331,3138.85,22972.75,395.95,787.1
08-Sep-16,3088.7,174.75,324.4,24447.7,587.2,817.75,276.35,1219.6,357.6,1037.65,563.85,819.75,264.9,1437.8,951.55,161.95,3703.75,1289.4,8952.5,403,459.05,4115.35,175.3,473.95,1328.25,538.7,1692.75,551.2,275.95,1182.6,807.2,629.35,595.15,332.55,3188.45,23419.15,388.75,773.95
09-Sep-16,3036.45,171.95,322.1,24164.05,588.55,795.7,274.1,1217.65,351.3,1035.5,563.65,818.85,258.3,1410.65,929.95,154.85,3621.2,1290.4,8866.7,394.6,458.3,3953.7,171.25,480.65,1276.25,533.4,1653.35,544.4,272.65,1171.75,802.35,613.1,580.5,332.2,3193.3,22925.05,395,780.55
12-Sep-16,2954.9,161.75,318.05,23481.5,565.9,766.15,268.2,1195.8,343.3,1054,552.95,813.3,252.25,1399.05,918.45,140.85,3532.8,1279.9,8715.6,373.3,463.85,3866.15,161.3,480.4,1205.1,515.55,1582.4,520,259.85,1154.6,782.35,592.1,570.1,330.45,3137.6,22741.4,386.5,782.7
14-Sep-16,2971.55,168.3,319.85,23020.65,575.35,793.45,271.45,1189.7,342.6,1045.6,565.6,805.95,251.85,1392.2,908.45,143.25,3590.2,1269.45,8726.6,373.9,466.7,3944.25,165.85,478.05,1253.5,518.15,1620,529.4,264.05,1163.6,783.2,601.8,577.5,324.35,3157.8,22598.15,386,776.35
15-Sep-16,2931.75,166.6,322.7,23197.2,568.15,786.25,270.6,1181.15,344.75,1042.2,558.8,808.6,255.9,1410.05,914,145.55,3523.45,1279.6,8742.55,366.4,462.75,3928.65,165.6,478.45,1221.8,530.85,1611.2,534.8,260.65,1173.55,782.6,588.75,585.4,323.75,3139.45,22440.05,385.45,779
16-Sep-16,2981.6,164.75,323.6,23438.1,577.95,808.1,267.35,1169.65,351.55,1060.15,570.2,806.6,260.35,1397.35,911.7,142.65,3588.7,1297.85,8779.85,358.85,465.3,3924,162.2,479.4,1169.8,519.45,1626.3,542.3,262.4,1155.15,785.15,602.2,593.55,324.55,3150.15,23135.25,388.4,786.35
19-Sep-16,2945.85,166.45,324.15,23392.85,585.2,797.5,271.6,1205.1,348.75,1061.2,571.15,802.85,258.85,1392.8,911.95,143.95,3564.05,1290.15,8808.4,361.65,466.6,3990.45,164.7,479.95,1177.35,525.75,1652.75,552.3,267.1,1163.6,804.85,594.35,597.8,328.3,3157.35,23129.25,388.45,789.05
20-Sep-16,2886.95,166.7,319.2,23255.5,585.75,804.9,272.1,1184.3,355.95,1050.15,570.5,792.75,256.95,1393.1,902.9,145.6,3466.4,1288.45,8775.9,365.6,462.2,3988.7,164.15,481.05,1207.05,525.35,1632.3,540.2,267.2,1165.05,805.95,592.95,602.85,329.25,3157.8,23427.8,385.05,792.05
21-Sep-16,2902.65,164.35,321.85,23346.9,586.8,796.15,269.9,1185,372.65,1055.75,571.8,788.4,253.65,1392.35,913.05,149.55,3459.4,1293,8777.15,369.8,461.15,3960.75,165.25,483.85,1220.25,526.25,1629.25,539.4,264.4,1170.6,807.65,598.9,601.35,331,3153,24198.65,387.2,792.6
22-Sep-16,2926.75,169.45,327,23403.55,598.8,801.55,275.5,1219.6,375.1,1058.8,579.3,795.15,255.25,1413.25,910.15,154.6,3538.55,1306.9,8867.45,377.25,454.75,3980,168.65,481.75,1246.55,525.65,1666.05,550.7,265.55,1192,856.95,591.8,609.1,327.45,3149.3,24808.95,390.05,788.85
23-Sep-16,2929.65,169.15,326.95,23340.1,604.65,814.3,271.25,1220.8,370.65,1042.55,583.3,796.15,253.45,1425.1,910.55,154.45,3532.15,1312.7,8831.55,372,454.6,3964.2,170.4,480.2,1233.15,524.6,1617,550.2,259,1191.2,841.15,557.45,611.55,328.4,3182.2,24853.2,386.1,797.25
26-Sep-16,2891.6,166.35,320.35,22844.7,622.45,813.6,262.55,1201.65,365.35,1035.9,592.2,787.75,248.05,1412.45,892.6,153.6,3466,1296.15,8723.05,369.75,448.95,3923.15,168.6,479.3,1235.35,530.65,1610.95,540.8,254.85,1183,838.7,547.4,604.5,332.45,3199.65,24693.8,376.75,788.95
27-Sep-16,2875.8,164,314.8,22747.75,610.75,812.7,260,1208.6,358.5,1039.75,585.65,784.45,245.85,1418.9,897.3,150.05,3451.25,1298.05,8706.4,367.95,447.85,3914.8,166.6,484.2,1246.9,532.4,1608.4,529.4,258.15,1192.55,860.55,541,607.2,332.75,3190.7,24643.25,373.05,795.85
28-Sep-16,2913.9,168.45,321.75,23189.45,616.3,816.6,260.75,1222.05,362.8,1038.95,591.75,782.3,246.95,1423.55,887.15,156.9,3451.5,1295.25,8745.15,380.35,440.5,3972.65,174.8,483.7,1271.2,548,1616.15,542,260.8,1193.5,869.35,549.1,605.8,328.45,3200.35,25786.55,375.45,796.3
29-Sep-16,2846.4,161.9,315.7,22634.2,610.15,787.35,250.35,1197.85,371.35,1029.2,573.5,772.6,245.7,1401.4,878.3,150,3428.25,1277.5,8591.25,368.8,427.15,3861.3,168.6,472.2,1230.8,549.7,1588.4,513.6,254.5,1167.35,825.25,539.3,602.85,327.65,3135.4,24918.35,363.45,791.05
30-Sep-16,2827.6,167.4,314,22797.85,612.6,827.4,252.15,1195.95,365.3,1036.05,582.5,777,241.35,1393.45,867.85,152.7,3413.7,1272.85,8611.15,374.25,419.85,3851.55,172.05,478.95,1254.7,546.75,1599.85,513.5,251.75,1160.7,855.45,541.35,580.05,322.3,3107.4,24827.8,374.65,799.9
03-Oct-16,2880.9,168.9,318.7,22752.95,627.75,855.25,256.15,1232.9,362.75,1038.1,603.7,788.05,242.3,1425.5,868.75,154.1,3521.15,1287.2,8738.1,382.85,420.7,3928.45,178.75,478.95,1270.25,578.85,1631.95,529,258.9,1193,870,550.9,588.85,327.9,3160.55,25796.25,385.85,808.6
04-Oct-16,2894.2,169.85,324,22838.35,637.45,873.45,258.2,1224.3,369.2,1049.2,612.65,791.7,241.2,1432.4,860.4,154.25,3534.35,1289.55,8769.15,391.15,428.7,3953.2,187,481.8,1284.05,563.3,1637.1,537.4,256.15,1192.55,867.85,546.6,597.8,321.1,3148.35,25842.45,402.45,818.15
05-Oct-16,2857.95,169.45,321.7,22803.6,649.9,865.3,255.45,1215.9,376.25,1041.5,617.7,782.15,240.2,1423.15,870.95,157.25,3491.25,1286.1,8743.95,390.7,425.3,4033.15,191.7,479.55,1279.15,567.2,1638,530.9,256.15,1208.75,866.35,535.7,591.65,321.25,3123.15,26281.35,400.4,816
06-Oct-16,2823.05,164.5,322.3,23098.35,670.7,850.25,251.25,1222.15,381.3,1027.4,650.2,783,237.4,1426,884.45,158.35,3474.25,1281.95,8709.55,389.85,420.75,3960.2,197.5,478,1280.05,554.9,1629.75,529.8,252.65,1209.5,856.85,530.8,578.8,318.55,3077.15,26240.85,414.45,801.55
07-Oct-16,2883.5,163.85,319.45,23135.55,663.55,856.85,250.6,1220.85,370.9,1012.55,640.9,782.65,238.95,1403.7,877.25,158,3474.2,1280.6,8697.6,406.55,419.75,3933.9,194.85,476.95,1273.8,572.2,1625.4,533.7,252.8,1184.6,855.8,533.85,570.05,318.8,3054.3,25810.45,414.05,806.55
10-Oct-16,2876.4,161.95,315.9,23101.55,657.8,844.3,250.1,1221.05,377.45,1029.95,634.2,780.2,240.1,1391.45,876.15,160.75,3488.85,1284.35,8708.8,418.4,421.85,3976.75,199.55,477,1279.5,568.6,1668.5,528,257,1212.65,856.75,531.55,580.65,318.9,3078.65,25804.6,419.1,813
13-Oct-16,2825.25,154.25,306.75,22784.1,657.1,822.4,241.15,1216.35,374.35,1052.35,626.65,772.35,238.95,1338.9,862.05,155.15,3500.55,1262.75,8573.35,413.8,422.2,3985.75,196,478.25,1255.7,546.55,1632.05,502.2,252.55,1216.6,821.05,518.8,582,315.5,3050.15,25803.2,413.7,803.3
14-Oct-16,2798.3,153.95,305.4,22803.85,666.85,837.8,241.75,1218.65,365.2,1027.15,643,781.75,239.9,1316.05,842.25,154.6,3481.6,1261.8,8583.4,412.3,419.1,4036.5,195.7,475,1259.95,528.5,1640.25,508.7,252.95,1205.75,823.55,520.65,587,313.05,3031.25,25400.15,430.4,812.7
17-Oct-16,2753.85,150.95,301.3,22150.9,659.1,838.15,258.75,1209,359.45,1022.4,642.3,769.25,240.6,1301.95,849.25,150.65,3405.5,1237.7,8520.4,410.8,408.55,4012.85,193,472.15,1250.55,502.65,1604.7,501.5,246.4,1182.3,809.5,519,586,311.25,3028.95,24647.4,427.85,808.4
18-Oct-16,2792.65,155.7,306.65,22485.65,656.75,862.65,270.35,1210.75,355.35,1039.05,321.7,776.95,245.95,1355.25,855.6,152.35,3409.45,1257.85,8677.9,424.95,425.1,4022.75,196.4,482.75,1291.05,514.1,1616,534,251.1,1174.5,835.05,532.45,592.75,312.55,3045.35,25069.1,429,834.8
19-Oct-16,2787.95,155.4,306.95,22376.15,660.6,880.65,265.05,1211.3,358.15,1041.8,326.55,774,239.45,1342.15,846,151,3361.95,1258.35,8659.1,426,424.9,4032.55,198.5,495,1291.55,508.35,1610.55,543.2,251.15,1169.3,827.95,535.55,596.35,312.55,3065.5,24978.2,436.05,830.55
20-Oct-16,2796.55,157.45,309.1,22406.4,662.15,872.2,277.6,1206.8,367.3,1036.65,321.3,772.35,239.35,1359.95,840.3,155.25,3362,1255.5,8699.4,428.55,425,4007.1,207.6,495.4,1308.8,520.25,1609.45,570.5,253.05,1165.75,825.85,540.05,596.6,312.6,3078.8,24988.6,439.35,815.55
21-Oct-16,2802.35,156.1,309.75,22633.6,668.25,877.05,277.4,1224.3,363.65,1038.3,324.3,781.5,240.15,1336.55,851.2,151.85,3359.85,1270.7,8693.05,427.2,434.1,3980.9,203.1,499.2,1317.4,522.85,1566.15,571.5,247,1153.5,822.8,526.1,583.25,313.3,3113.6,25122.15,439.95,831.75
24-Oct-16,2790,158.4,306.65,22936.35,686.2,871.6,284.55,1216.35,369.8,1027.1,327.25,787.35,241.35,1344,848.35,150.85,3334.85,1263.55,8708.95,426.05,429.15,3971.5,202.35,483.95,1310.8,512.05,1565.9,571.3,247.4,1127.5,818.4,521.55,584.7,321.25,3089.25,24914.4,444.05,810.65
25-Oct-16,2801.55,156.55,311.8,22622.55,685.45,868.05,289.25,1209.3,379.35,1017.2,326.9,786.55,238.75,1340.1,832.35,150.5,3355.55,1250.3,8691.3,415.25,434.05,4017.05,203.95,481.4,1308.45,513.95,1551.65,625.6,248.35,1139.75,824.9,529.1,584.5,319.65,3200.6,24631,435.05,804.55
26-Oct-16,2823.95,155.15,317.7,22462.15,676.05,854.3,278.4,1201.9,370.45,1014.2,321.5,811.5,238.75,1334.65,842.85,150.2,3419.05,1239.3,8615.25,398.6,423.05,3937.55,201.4,471.55,1290.25,516.7,1543,610.2,248.65,1123.1,805.7,487.55,577.65,319.3,3242.3,24418.8,432.5,790.85
27-Oct-16,2761.5,153.05,323.1,22207.75,676.6,844.2,284.3,1179.05,353.75,1003.5,312.95,806.6,243.1,1378.55,840.3,148.3,3313.65,1252.1,8615.25,397.15,414.1,3941.55,199.65,461.7,1253.6,504.35,1525,610,243.35,1085.45,807.9,485.65,585.75,316.3,3324.8,24491.85,435.4,774.3
28-Oct-16,2848.1,156.25,318.85,21891.05,669.05,848.9,276.85,1199.8,345.65,997.5,323.5,819.35,243.1,1391.7,836.5,149.65,3351.85,1259.05,8638,405.45,435.65,3982.7,202.6,462.1,1272.3,520.35,1516.7,614,241.4,1069.9,811.8,486.9,575.15,324.8,3363.45,24020,433.4,763.15
30-Oct-16,2830.4,155.65,318.7,21876.2,669.25,847.4,277.05,1195,347.5,1002.1,323.65,819.65,241.65,1377.5,839.15,149.75,3352.1,1253.3,8625.7,404.7,439.7,3964.25,202.55,464.4,1266.35,518.45,1517.75,610.6,240.2,1075.75,818.05,487.7,578.75,325.4,3324.8,24016.95,431.9,767.75
01-Nov-16,2825.6,155.3,317.45,22314.2,676.15,860.4,275.35,1214.25,355.45,989.45,325.15,805.55,239.95,1417.2,835.25,156.95,3370.2,1259.8,8626.25,417.7,433.55,3976.75,219.8,460.75,1249.45,509.35,1503.85,610.3,244.5,1076.7,809.1,475.8,571.75,330.05,3326.6,25321,432.35,772.9
02-Nov-16,2818.8,150,309.6,21678.95,660.15,833.85,271.9,1229.45,366.3,981.05,316.1,804,237.3,1404.35,841.1,156.5,3326.9,1246.15,8514,413.35,429.8,3896.1,218.25,457.9,1209.65,500.9,1488.15,599.8,240.6,1062.75,789.5,476.8,560.1,327.95,3260.8,24779.75,427.95,764.3
03-Nov-16,2829.85,146.55,308.95,21510.25,644.05,802,269.75,1230.9,380.9,966.85,309.75,806,240.3,1401.6,839.4,162.8,3378.5,1254.95,8484.95,403.3,428,3906.65,217.8,447.6,1208.8,503.25,1510.1,576.4,243.1,1037.15,769.3,475.85,560,327,3262.35,24549.4,428.05,763.1
04-Nov-16,2814.3,142.55,306.7,21511,643.5,788.2,269.8,1219.2,364.05,971,306,799.65,249.05,1386.15,848,158.85,3287.9,1243.7,8433.75,403.1,430.05,3854.55,212.75,452.5,1196.1,506.15,1490.05,575.4,240.85,1043.05,728.1,478.7,544.7,315.9,3079.7,23929.75,424,794.75
07-Nov-16,2824.1,148.05,305.6,21422.6,660.1,792.3,278.7,1215.7,355.4,977.95,315.75,801.85,256.5,1381.4,837.65,167.6,3358.6,1249.45,8497.05,412.6,444.85,3908.5,215.75,450,1207.35,507.4,1487.65,587,241.7,1037.35,767.3,485.4,545.75,319.3,3106.65,24021.55,426.35,817.2
08-Nov-16,2865,148.95,304.9,21580.9,660.55,786.1,283.2,1211,360.65,982.6,318.45,811.8,255.6,1391.35,844.6,167.4,3372.45,1254.3,8543.55,408.65,454.15,3958.95,219.85,451.75,1226.45,505.2,1507.9,579.7,244.65,1057,755.65,490.85,535.3,317.05,3119,24267.85,439.1,809
09-Nov-16,2778.55,151.2,301,21259.4,659.95,721.5,281.45,1199.2,362.4,958.3,316.3,822.1,248.15,1350.8,828.3,162.1,3235.9,1251.25,8432,399.35,434.5,3765.75,217.65,446.9,1219.15,506.15,1455.2,564.8,230.8,1050.95,759.65,487.55,526.3,317.05,3282.55,23331.25,446.5,784.85
10-Nov-16,2726.6,165,308.65,20866.35,664.55,700.5,292.6,1214.15,387.5,939.4,320.3,819.25,251.05,1324.55,818.55,175.75,3145.4,1278.55,8525.75,437,442.25,3841.25,229.3,444.95,1290.25,505.95,1456.8,589.1,230.95,1011.3,792.2,506.95,563.7,333.2,3278.25,23066.25,449.25,789.65
11-Nov-16,2647.6,160.5,301.4,20023,649.6,700.3,276.4,1192.35,365.2,921.55,310.25,815.6,242.95,1268.35,801.75,172.3,2975.3,1275.8,8296.3,426.5,429.4,3634.1,229.8,442.35,1214.9,482.15,1400.45,553.5,219.55,962.3,772.2,498.75,547.95,324.05,3256.25,21685.2,438.25,764.1
15-Nov-16,2576.1,174.3,302.65,19511.2,643.6,674.25,269.75,1093.1,364.85,923.55,285.8,789.55,237.5,1225.75,805.45,167.75,2891.85,1254.75,8108.45,393.05,430.95,3364.15,209.55,447.95,1157.45,453.5,1334.55,533.3,208.55,890.8,733.9,479.3,552.4,313.65,3310.7,20281.15,435.9,770.75
